pl_name,hostname,sy_dist,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_lum,st_rad,st_mass,st_age,st_spectype,discoverymethod,disc_year,pl_controv_flag
HD 111232 c,HD 111232,28.95710000,12.20000000,5.74093451564100e+03,26472.44623000000,17.2500000000,,5512.00,-0.16100,0.900000,0.960000,5.2000,G8 V,Radial Velocity,2022,0
HD 62549 b,HD 62549,49.33050000,12.60000000,2.70758019923300e+03,14306.88519000000,11.8420000000,,5930.46,0.22846,1.232270,1.080000,,,Radial Velocity,2022,0
HD 142 c,HD 142,26.18530000,12.40000000,3.46464746470700e+03,10159.64279000000,9.8110000000,,6245.00,0.47418,1.470000,1.210000,3.1200,F7V,Radial Velocity,2012,0
HD 217107 c,HD 217107,20.06190000,12.90000000,1.38891013859000e+03,5138.70000000000,5.9220000000,,5622.00,0.09754,1.224500,1.045000,11.9000,G,Radial Velocity,2005,0
HD 73267 c,HD 73267,50.40930000,12.80000000,1.63077755631700e+03,17071.78045000000,12.6880000000,,5387.00,-0.10600,0.909000,0.930000,8.1400,K0 V,Radial Velocity,2022,0
HD 219077 b,HD 219077,29.18640000,12.50000000,3.05750927534000e+03,5478.68861000000,5.9350000000,,5362.00,0.42500,1.910000,0.920000,8.9000,G8 V+,Radial Velocity,2012,0
HD 113337 b,HD 113337,36.18000000,13.10000000,,317.58639000000,1.0220000000,,6774.00,0.63246,1.500000,1.410000,0.1500,F6 V,Radial Velocity,2013,0
HD 125271 b,HD 125271,39.34660000,12.40000000,3.46560094992800e+03,14901.99295000000,10.8170000000,,4703.93,-0.60376,0.751364,0.750000,,,Radial Velocity,2022,0
HD 127506 b,HD 127506,22.52790000,5.67000000,,65.78395000000,0.2870000000,,4595.32,-0.66256,0.735766,0.730000,,K3V,Radial Velocity,2022,0
HD 81817 c,HD 81817,269.12600000,12.00000000,,622.97802000000,2.3250000000,,4140.00,3.26076,83.800000,4.300000,0.1500,K3 III,Radial Velocity,2022,0
bet Pic b,bet Pic,19.74420000,18.49485000,3.72780938570300e+03,8617.50952000000,10.0180000000,1612.00,8038.68,0.95282,1.544160,1.795000,0.0165,A5V,Imaging,2008,0
HD 145934 b,HD 145934,227.88100000,13.40000000,6.58540459304000e+02,2751.53433000000,4.8900000000,,4823.75,1.35455,6.930587,2.058000,1.5600,K0,Radial Velocity,2015,0
HIP 97233 b,HIP 97233,102.27500000,12.10000000,6.09817364510900e+03,1062.26506000000,2.4910000000,,5020.00,1.20400,5.340000,1.810000,,K0/1 III,Radial Velocity,2014,0
HD 93351 b,HD 93351,56.16300000,1.69000000,,2.45946000000,0.0350000000,,5408.00,-0.19371,0.911435,0.940000,,,Radial Velocity,2022,0
HD 88072 b,HD 88072,35.90980000,12.60000000,2.51179790052100e+03,18538.79293000000,13.8950000000,,5785.33,0.03137,1.032000,1.040000,,,Radial Velocity,2022,0
HD 93351 c,HD 93351,56.16300000,12.30000000,4.15401727949000e+03,14010.29410000000,11.1540000000,,5408.00,-0.19371,0.911435,0.940000,,,Radial Velocity,2022,0
HD 10697 b,HD 10697,33.12050000,12.80000000,1.82528854140100e+03,1075.37990000000,2.0510000000,,5641.00,0.47665,1.863076,0.990000,6.9800,G3 V,Radial Velocity,1999,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,6890.00000000,13.50000000,5.40308291900000e+02,,5.9000000000,34.00,,,,0.690000,,,Microlensing,2008,0
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,8240.00000000,9.86000000,6.99222495400000e+01,,1.2600000000,,,,,0.140000,,M V,Microlensing,2022,0
HD 10180 e,HD 10180,38.96070000,5.39000000,,49.74800000000,0.2699000000,,5911.00,0.17319,1.109000,1.060000,4.3000,G1 V,Radial Velocity,2010,0
Wolf 1069 b,Wolf 1069,9.58341000,1.08000000,,15.56400000000,0.0672000000,250.10,3158.00,-2.53106,0.181300,0.167000,,M5.0 V,Radial Velocity,2023,0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,7290.00000000,3.92000000,1.46201067220000e+01,,2.4100000000,,,,,0.450000,,,Microlensing,2022,0
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,6950.00000000,6.20000000,3.17828407000000e+01,,1.5400000000,,,,,0.320000,,,Microlensing,2022,0
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,7900.00000000,3.37000000,1.13000000000000e+01,,1.1100000000,,,,,0.230000,,,Microlensing,2022,0
TrES-2 b,TrES-2,215.32000000,15.24424000,4.73566700000000e+02,2.47063000000,0.0356800000,1466.00,5850.00,0.03841,1.120000,1.360000,3.5500,G0 V,Transit,2006,0
TOI-6223 b,TOI-6223,133.12200000,5.07000000,,3.85521900000,0.0401800000,714.00,3895.00,-1.12203,0.576000,0.582000,9.8000,M0 V,Transit,2025,0
WASP-47 d,WASP-47,264.78000000,3.65000000,1.55000000000000e+01,9.03050100000,0.0850000000,885.00,5565.00,0.03167,1.156000,1.058000,6.5000,G9,Transit,2015,0
HD 360 b,HD 360,111.54200000,14.00000000,,273.10000000000,0.9800000000,,4770.00,1.74162,10.860000,1.690000,,G8 III,Radial Velocity,2021,0
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,4000.00000000,14.30000000,1.44000000000000e+02,,2.1700000000,,,,,0.350000,,,Microlensing,2020,0
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,4310.00000000,13.70000000,3.65502668050000e+02,,3.8100000000,,,,,0.660000,,,Microlensing,2022,0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,5760.00000000,13.90000000,2.89223850370000e+02,,4.0600000000,,,,,0.480000,,,Microlensing,2022,0
WASP-65 b,WASP-65,273.70300000,12.46400000,4.92620000000000e+02,2.31142430000,0.0334000000,1480.00,5600.00,0.05497,1.010000,0.930000,8.0000,G6,Transit,2013,0
HAT-P-21 b,HAT-P-21,277.27800000,12.44199000,1.54783210000000e+03,4.12448000000,0.0503700000,1367.00,5588.00,0.18184,1.210000,1.240000,10.2000,G3,Transit,2010,0
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,2700.00000000,12.20000000,5.72091132600000e+03,,,,,,,0.900000,,,Microlensing,2022,0
GJ 436 b,GJ 436,9.75321000,4.17000000,2.21000000000000e+01,2.64388312000,0.0291000000,686.00,3586.11,-1.58500,0.455000,0.470000,6.0000,M2.5 V,Radial Velocity,2004,0
HD 32518 b,HD 32518,122.11500000,13.20000000,,157.35000000000,0.5940000000,,4580.00,1.66577,10.220000,1.130000,5.8300,K1 III,Radial Velocity,2009,0
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,6480.00000000,13.70000000,4.00463792820000e+02,,1.7500000000,,,,,0.380000,,,Microlensing,2023,0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,2970.00000000,13.90000000,2.86045566300000e+02,,1.8500000000,,,,,0.200000,,,Microlensing,2023,0
HD 95735 c,GJ 411,5.67577300,3.76000000,,2946.00000000000,2.9400000000,,3719.00,-1.70997,0.368500,0.389900,8.0470,M1.5 V,Radial Velocity,2021,0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,4410.00000000,12.90000000,1.45247581999000e+03,,1.1600000000,,,,,0.740000,,,Microlensing,2022,0
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,4240.00000000,1.70000000,3.54000000000000e+00,,1.7800000000,,,,,0.410000,,,Microlensing,2023,0
WASP-88 b,WASP-88,523.75600000,16.36514000,1.33488600000000e+02,4.95400000000,0.0643100000,1772.00,6430.00,0.72351,1.800000,0.940000,3.0000,F6,Transit,2014,0
TIC 153919886 b,TIC 153919886,132.33000000,2.70601108,,2.10510492329,,,4137.16,-1.16922,0.591697,0.581261,,,Transit,2026,0
HATS-8 b,HATS-8,794.63700000,9.78545700,4.38605400000000e+01,3.58389300000,0.0466700000,1324.00,5679.00,-0.02520,1.086000,1.056000,5.1000,,Transit,2015,0
Kepler-311 b,Kepler-311,778.65400000,1.70000000,,9.17609200000,0.0870000000,960.00,5905.00,0.19328,1.188000,0.994000,1.9500,,Transit,2014,0
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,7090.00000000,2.13000000,5.19000000000000e+00,,1.3800000000,,,,,0.320000,,,Microlensing,2023,0
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,4600.00000000,13.00000000,1.28720504835000e+03,,2.6000000000,,,,,0.790000,,,Microlensing,2022,0
HD 45364 b,HD 45364,34.35400000,9.03000000,,225.79000000000,0.6793000000,,5466.00,-0.19586,0.890000,0.820000,,K0 V,Radial Velocity,2008,0
L 363-38 b,L 363-38,10.22950000,2.00000000,,8.78100000000,0.0480000000,330.00,3129.00,-1.88606,0.274000,0.210000,8.0700,,Radial Velocity,2023,0
WASP-56 b,WASP-56,321.08400000,10.53646000,1.43023500000000e+02,4.61710000000,0.0561400000,1216.00,5600.00,0.10256,0.960000,0.710000,6.2000,G6,Transit,2012,0
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,6100.00000000,11.40000000,8.89919539600000e+01,,2.0000000000,,,,,0.470000,,,Microlensing,2022,0
HD 45364 c,HD 45364,34.35400000,14.20000000,,345.43000000000,0.9020000000,,5466.00,-0.19586,0.890000,0.820000,,K0 V,Radial Velocity,2008,0
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,4900.00000000,2.99000000,9.20000000000000e+00,,3.1000000000,,,,,0.700000,,,Microlensing,2022,0
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,5600.00000000,4.18000000,1.63000000000000e+01,,3.0000000000,,,,,0.630000,,,Microlensing,2022,0
TOI-5595 b,TOI-5595,136.95500000,4.73740402,,5.99002553853,,621.00,4417.30,-0.84376,0.743344,0.645000,,,Transit,2026,0
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,6500.00000000,2.41000000,6.40000000000000e+00,,2.0000000000,,,,,0.470000,,,Microlensing,2022,0
HAT-P-26 b,HAT-P-26,141.83700000,7.06167000,2.22481000000000e+01,4.23452000000,0.0474800000,1080.00,5079.00,-0.35928,0.870000,1.120000,9.0000,K1,Transit,2010,0
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,5720.00000000,1.97000000,4.55000000000000e+00,,2.2900000000,,,,,0.370000,,,Microlensing,2022,0
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,6640.00000000,4.59000000,1.90500000000000e+01,,1.5200000000,,,,,0.240000,,,Microlensing,2022,0
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,,12.60000000,2.62208435775000e+03,2560.00000000000,0.9700000000,325.00,415.00,,,0.013100,3.0000,,Imaging,2023,0
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,5370.00000000,13.80000000,3.01936986650000e+02,,1.2100000000,,,,,0.280000,,,Microlensing,2022,0
HAT-P-28 b,HAT-P-28,401.31900000,13.58500000,1.98953000000000e+02,3.25721500000,0.0434000000,1384.00,5680.00,0.05300,1.103000,1.025000,6.1000,G3,Transit,2011,0
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,2000.00000000,2.04000000,4.83000000000000e+00,,1.6300000000,,,,,0.180000,,,Microlensing,2023,0
HAT-P-16 b,HAT-P-16,226.63700000,14.68376472,1.34156043000000e+03,2.77596727000,0.0413000000,1566.00,6140.00,0.29447,1.158000,1.218000,0.5000,F8,Transit,2010,0
HAT-P-13 c,HAT-P-13,246.81000000,12.30000000,,446.27000000000,1.2580000000,340.00,5653.00,0.34600,1.756000,1.320000,5.0000,G4,Radial Velocity,2009,0
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1550.00000000,9.32000000,6.35656814000000e+01,,1.6800000000,,,,,0.160000,,,Microlensing,2022,0
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,5200.00000000,13.70000000,3.49611247700000e+02,4700.00000000000,4.1600000000,,,,,0.584000,,,Microlensing,2023,0
HN Lib b,HN Lib,6.24442000,2.20000000,,36.11600000000,0.1417000000,234.40,3347.00,-1.99542,0.299000,0.291000,4.4000,M4.0 V,Radial Velocity,2023,0
WASP-64 b,WASP-64,369.92600000,14.24700000,4.03945000000000e+02,1.57329180000,0.0264800000,1689.00,5400.00,-0.02200,1.058000,1.004000,1.2000,G7,Transit,2012,0
TOI-3486 b,TOI-3486,154.71500000,10.57006880,9.91624629840000e+01,2.21778105000,0.0313800000,1190.00,4930.00,-0.48280,0.788000,0.837000,5.8000,,Transit,2025,0
TrES-4 b,TrES-4,515.98000000,18.04649000,2.47907400000000e+02,3.55395000000,0.0508400000,1778.00,6200.00,0.72552,1.660000,1.080000,2.2000,F8 V,Transit,2007,0
HAT-P-20 b,HAT-P-20,71.03740000,9.71800000,2.30289900000000e+03,2.87531700000,0.0361000000,970.00,4595.00,-0.72100,0.694000,0.756000,6.7000,K3,Transit,2010,0
WASP-35 b,WASP-35,202.21800000,14.57170000,2.25659300000000e+02,3.16158000000,0.0431700000,1338.29,5990.00,0.14430,1.080000,1.050000,5.0000,,Transit,2011,0
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,7090.00000000,13.80000000,3.40076395490000e+02,,1.7900000000,,,,,0.370000,,,Microlensing,2023,0
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2740.00000000,5.98000000,2.98758702580000e+01,,2.4400000000,,,,,0.390000,,,Microlensing,2023,0
HD 66428 b,HD 66428,53.28170000,12.40000000,3.47894974302200e+03,2269.81726000000,3.3950000000,,5716.00,0.09579,1.130000,1.010000,3.5150,G8 IV (+ G),Radial Velocity,2005,0
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,6370.00000000,12.70000000,2.26293825784000e+03,,1.8400000000,,,,,0.910000,,,Microlensing,2023,0
TOI-3593 b,TOI-3593,226.63000000,11.02963701,5.65734564460000e+02,3.82128670000,0.0481000000,1170.00,5550.00,-0.14146,0.918000,1.015000,1.8000,,Transit,2025,0
HAT-P-3 b,HAT-P-3,134.55400000,10.53646000,2.06589500000000e+02,2.89970000000,0.0386600000,1189.00,5185.00,-0.36000,0.870000,1.060000,1.6000,K1,Transit,2007,0
HD 108236 b,HD 108236,64.59780000,1.61500000,,3.79596300000,0.0452700000,1099.00,5660.00,-0.14997,0.877000,0.869000,6.7000,G3 V,Transit,2020,0
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,12.70000000,13.67495645,5.08525451200000e+03,5800000.00000000000,350.0000000000,1194.00,2620.00,-3.14000,,0.070000,0.1400,M7.5,Imaging,2015,0
HD 68988 b,HD 68988,60.84470000,13.40000000,,6.27711000000,0.0700000000,,5932.00,0.22184,1.190000,1.280000,6.0000,G2 V,Radial Velocity,2001,0
Kepler-896 c,Kepler-896,2334.93000000,3.15000000,,29.54225660000,0.1792000000,515.00,5510.00,0.48148,0.803000,0.877000,7.5900,,Transit,2023,0
HATS-3 b,HATS-3,411.21100000,15.48000000,3.40382000000000e+02,3.54785100000,0.0485000000,1648.00,6351.00,0.45600,1.404000,1.209000,3.2000,F,Transit,2013,0
K2-417 b,K2-417,94.04240000,3.31000000,6.99222495400000e+02,6.53500000000,0.0630000000,558.00,3861.00,-1.20204,0.577600,0.569000,,M V,Transit,2023,0
K2-253 b,K2-253,876.56500000,12.67000000,,4.00167000000,0.0506000000,1238.00,6027.00,-0.07738,1.100000,1.080000,,,Transit,2018,0
Kepler-491 b,Kepler-491,630.78500000,8.92000000,,4.22538451200,0.0519100000,1111.00,5582.00,-0.05683,1.030000,1.040000,4.4700,,Transit,2016,0
HATS-36 b,HATS-36,856.43600000,12.92000000,1.02214128000000e+03,4.17518600000,0.0523000000,1203.00,5950.00,0.21484,1.100000,1.100000,0.6200,G0 V,Transit,2018,0
K2-216 b,K2-216,115.46100000,1.75000000,8.00000000000000e+00,2.17480000000,0.0280000000,1103.00,4503.00,-0.72125,0.720000,0.700000,,K5 V,Transit,2018,0
Kepler-471 b,Kepler-471,1249.41000000,14.96000000,,5.01423457500,0.0626000000,1308.00,6733.00,0.71017,1.800000,1.490000,1.5800,,Transit,2016,0
TOI-3884 b,TOI-3884,43.14480000,6.43000000,3.25900000000000e+01,4.54458280000,0.0361000000,441.00,3180.00,-2.03152,0.302000,0.298000,,M4,Transit,2022,0
Kepler-289 d,Kepler-289,704.43800000,3.03000000,5.33000000000000e+00,66.02820000000,0.3300000000,,5990.00,0.06100,1.000000,1.080000,0.6500,,Transit,2014,0
KELT-8 b,KELT-8,197.57200000,18.15858000,2.09767800000000e+02,3.24406000000,0.0455000000,1675.00,5754.00,0.26483,1.460000,0.810000,5.4000,G2 V,Transit,2015,0
WASP-174 b,WASP-174,410.14900000,16.10730527,1.04883374310000e+02,4.23370050000,0.0550300000,1528.00,6399.00,0.43616,1.347000,1.240000,2.2000,F6 V,Transit,2018,0
Teegarden's Star d,Teegarden's Star,3.83078000,0.95400000,,26.13000000000,0.0791000000,159.00,3034.00,-3.14146,0.120000,0.097000,8.0000,M7.0 V,Radial Velocity,2024,0
TOI-7149 b,TOI-7149,126.12600000,13.20000000,2.24000000000000e+02,2.65206166000,0.0260300000,593.00,3363.00,-1.91542,0.351000,0.344000,7.8000,M4 V,Transit,2025,0
TOI-5789 c,TOI-5789,20.45810000,2.86000000,5.00000000000000e+00,12.92774800000,0.1009000000,718.00,5185.00,-0.32883,0.833000,0.821000,9.4000,K1 V,Transit,,0
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,3800.00000000,13.90000000,2.79688998160000e+02,,4.5000000000,,,,,0.730000,,,Microlensing,2023,0
Luhman 16 b,Luhman 16 A,,11.90000000,9.34415516580000e+03,9697.00000000000,3.5200000000,,,-4.66000,,0.033800,,,Imaging,2017,0
TOI-5726.01,TOI-5726,108.84800000,2.55400000,,5.49112521500,0.0621860000,1093.03,5874.00,0.11832,1.106000,1.060000,,,Transit,2024,0
TOI-5736 b,TOI-5736,92.36040000,1.56000000,,0.64899000000,,1311.00,3949.00,-1.13320,0.580000,0.570000,,,Transit,2025,0
Kepler-849 b,Kepler-849,822.13400000,8.08167508,2.98758702580000e+02,394.62508000000,1.1370000000,362.70,5950.00,0.57287,1.822000,1.259000,4.7000,,Transit,2016,0
NGTS-25 b,NGTS-25,521.23300000,11.46678726,2.03092352073000e+02,2.82309300000,0.0388000000,1101.00,5321.00,-0.29158,0.860000,0.910000,3.4900,K0 V,Transit,2022,0
BD-210397 c,BD-210397,23.73240000,12.90000000,1.52557635360000e+03,6240.00000000000,5.9000000000,,4051.00,-0.86967,0.747000,0.690000,4.0000,K7 V,Radial Velocity,2023,0
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,6890.00000000,11.90000000,9.21702380300000e+03,,1.0700000000,,,,,0.290000,,,Microlensing,2023,0
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,7710.00000000,12.10000000,6.67439654700000e+03,,1.6400000000,,,,,0.320000,,,Microlensing,2023,0
WASP-74 b,WASP-74,149.21600000,15.24424000,2.28837600000000e+02,2.13775000000,0.0344300000,1865.00,5990.00,0.39971,1.420000,0.980000,3.4900,F9,Transit,2015,0
Kepler-257 b,Kepler-257,780.25600000,2.61000000,,2.38266700000,0.0340000000,1237.00,5180.00,-0.37756,1.037000,0.916000,1.4800,,Transit,2014,0
TOI-5322 b,TOI-5322,476.89900000,16.61170940,1.84022647653000e+02,5.42332070000,0.0604000000,1350.00,5692.00,0.30750,1.462000,0.998000,9.7000,,Transit,2025,0
WASP-82 b,WASP-82,275.66400000,18.15858000,3.71861100000000e+02,2.70579000000,0.0447000000,2190.00,6480.00,0.79422,2.100000,1.480000,,F5,Transit,2015,0
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,7140.00000000,10.90000000,8.26353858200000e+01,,3.0200000000,,,,,0.630000,,,Microlensing,2023,0
TOI-1136 g,TOI-1136,84.53620000,2.53000000,5.60000000000000e+00,39.54500000000,0.2290000000,574.00,5770.00,-0.02687,0.968000,1.022000,0.7000,,Transit,2022,0
GJ 9404 b,GJ 9404,23.88390000,3.48000000,,13.45860000000,0.0943000000,,3811.00,-1.00000,0.626041,0.620000,,M2V,Radial Velocity,2023,0
TOI-1386 c,TOI-1386,146.85800000,10.30000000,,232.00000000000,0.7500000000,327.40,5735.00,0.01030,1.023500,1.036300,3.2000,G5V,Radial Velocity,2024,0
TOI-1249 b,TOI-1249,139.49000000,3.27103010,1.19000000000000e+01,13.07915100000,0.1090000000,726.89,5497.00,-0.10127,0.978500,1.006200,4.0000,,Transit,2024,0
TIC 434398831 b,TIC 434398831,217.01100000,3.51000000,,3.68550400000,0.0464100000,1250.00,5638.00,-0.14351,0.909000,0.992000,0.0610,G4 V,Transit,2025,0
TOI-6330 b,TOI-6330,139.04200000,10.89000000,3.17900000000000e+03,6.85002460000,0.0576300000,495.00,3539.00,-1.43168,0.490000,0.531000,7.6000,,Transit,2025,0
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,2160.00000000,3.58000000,1.24900000000000e+01,,2.0200000000,,,,,0.280000,,,Microlensing,2008,0
GJ 680 b,GJ 680,9.67315000,12.00000000,7.97749301570000e+03,17281.66514000000,10.1380000000,,3563.00,-1.51379,0.459330,0.456000,,K5,Radial Velocity,2022,0
GJ 3473 b,GJ 3473,27.36440000,1.26400000,1.86000000000000e+00,1.19800350000,0.0158900000,773.00,3347.00,-1.82391,0.364000,0.360000,,M4,Transit,2020,0
TOI-2018 b,TOI-2018,27.99560000,2.26800000,9.20000000000000e+00,7.43558300000,,576.34,4174.00,-1.00000,0.620000,0.570000,,K V,Transit,2023,0
HIP 113103 c,HIP 113103,46.21220000,2.40000000,,14.24564800000,0.1047900000,585.00,4930.00,-0.57629,0.742000,0.761000,0.4700,,Transit,2023,0
Gaia-4 b,Gaia-4,73.48290000,12.40000000,3.75037520260000e+03,571.30000000000,,,4034.00,-0.99957,0.624000,0.644000,6.8000,,Astrometry,2025,0
BD+05 4868 A b,BD+05 4868 A,43.56870000,,6.20000000000000e+00,1.27186900000,0.0208000000,1820.00,4596.00,-0.71670,0.690000,0.700000,11.1000,K V,Transit,2025,0
HIP 111909 b,HIP 111909,88.07700000,13.70000000,,487.08000000000,1.3200000000,,4891.00,1.02000,4.530000,1.280000,4.3000,K1 III,Radial Velocity,2025,0
TIC 147027702 b,TIC 147027702,457.18600000,10.92875618,3.46432963630000e+02,44.40523000000,0.2740000000,863.00,6410.00,0.83251,2.136000,1.406000,2.7000,,Transit,2026,0
Kepler-23 c,Kepler-23,835.75600000,3.00500000,7.81000000000000e+00,10.74000000000,0.0950100000,1008.00,5828.00,0.39783,1.548000,1.078000,9.1200,,Transit,2011,0
WASP-163 b,WASP-163,261.38600000,13.47321800,5.94342100000000e+02,1.60968840000,0.0266000000,1638.00,5500.00,-0.07572,1.015000,0.970000,,,Transit,2018,0
WASP-150 b,WASP-150,527.99500000,11.99363000,2.68884180000000e+03,5.64420700000,0.0694000000,1460.00,6218.00,0.55826,1.651000,1.394000,2.9500,F8,Transit,2020,0
TOI-907.01,TOI-907,312.52900000,9.61588510,,4.58491290000,0.0552254810,1846.60,6272.00,0.75862,2.059789,1.069357,,,Transit,2024,0
Kepler-57 c,Kepler-57,644.14000000,2.19600000,6.86000000000000e+00,11.60000000000,0.0958800000,671.00,5187.90,-0.34241,0.826000,0.859000,3.3100,,Transit,2012,0
Kepler-305 d,Kepler-305,868.47700000,2.76000000,6.20000000000000e+00,16.74000000000,0.1209100000,576.00,5090.00,-0.42318,0.792000,0.827000,4.3700,,Transit,2014,0
Kepler-454 d,Kepler-454,230.86900000,13.30000000,,4073.00000000000,5.1000000000,,5687.00,0.05259,1.066000,1.030000,5.2500,,Radial Velocity,2023,0
K2-312 c,HD 80653,109.86000000,12.80000000,,921.20000000000,1.9610000000,,5959.00,0.24000,1.220000,1.180000,2.6700,G2,Radial Velocity,2023,0
Kepler-28 b,Kepler-28,438.35900000,1.95900000,1.63000000000000e+00,5.91000000000,0.0568700000,585.00,4499.30,-0.74494,0.664000,0.684000,1.9100,M0 V,Transit,2011,0
TOI-6692 b,TOI-6692,312.90300000,11.67975789,1.97053612340000e+02,131.12500000000,0.5120000000,467.00,5890.00,0.31806,1.385000,1.047000,7.8000,,Transit,2026,0
TOI-3321 b,TOI-3321,285.89500000,15.55806521,1.76076937478000e+02,3.65251450000,0.0470000000,1616.00,5850.00,0.40483,1.549000,1.041000,8.1000,,Transit,2024,0
TOI-4156 c,TOI-4156,213.71900000,2.92303762,,12.82282706375,,809.32,5971.64,0.09700,1.039630,1.100000,,,Transit,2026,0
Kepler-28 c,Kepler-28,438.35900000,1.85700000,2.06000000000000e+00,8.99000000000,0.0751900000,509.00,4499.30,-0.74494,0.664000,0.684000,1.9100,M0 V,Transit,2011,0
HD 332231 b,HD 332231,80.66650000,9.07303305,7.41000000000000e+01,18.71202400000,0.1450000000,798.30,6128.00,0.30792,1.266000,1.164200,2.9000,F8,Transit,2020,0
Kepler-1996 c,Kepler-1996,440.56100000,2.81000000,,92.72972480000,0.3608000000,276.00,4580.00,-0.65721,0.675000,0.748000,14.0000,,Transit,2023,0
NGTS-26 b,NGTS-26,1093.69000000,14.88552637,9.28058948440000e+01,4.51992790000,0.0490000000,1331.00,5550.00,0.10106,1.160000,0.960000,11.5000,,Transit,2024,0
HD 11506 b,HD 11506,51.26100000,12.90000000,1.55100262616000e+03,1617.70000000000,2.8850000000,,6123.00,0.33685,1.240000,1.220000,2.5000,G0 V,Radial Velocity,2007,0
TOI-5398 c,TOI-5398,130.85500000,3.52000000,1.18000000000000e+01,4.77271000000,0.0570000000,1242.00,6000.00,0.11725,1.051000,1.146000,0.6500,G V,Transit,2023,0
Kepler-2000 b,Kepler-2000,320.58800000,2.73000000,,6.38315913500,0.0562000000,530.00,3757.00,-1.05272,0.576000,0.581000,6.0000,,Transit,2023,0
2MASS J11550485-7919108 b,2MASS J11550485-7919108,100.86200000,12.10000000,6.35656814000000e+03,,587.0000000000,2506.00,3021.00,-1.56774,0.600455,0.588460,,,Imaging,2024,0
TOI-6016 b,TOI-6016,364.71500000,13.67495645,3.71859236190000e+02,4.02368700000,0.0550000000,1890.00,6110.00,0.46090,1.510000,1.310000,0.3000,F,Transit,2024,0
HAT-P-52 b,HAT-P-52,361.15500000,11.30988100,2.59984940000000e+02,2.75359530000,0.0369400000,1218.00,5131.00,-0.30452,0.893000,0.887000,9.4000,K1,Transit,2015,0
G 196-3 b,G 196-3,21.79120000,12.00000000,8.26353858200000e+03,,350.0000000000,1670.00,3517.00,-1.42456,0.522432,0.519782,,,Imaging,2024,0
TIC 365102760 b,TIC 365102760,555.54600000,6.21000000,1.92000000000000e+01,4.21285367000,0.0622000000,,4900.00,0.70700,3.130000,1.170000,6.3000,,Transit,2024,0
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,5120.00000000,12.90000000,1.38573185452000e+03,,3.7000000000,,,,,0.710000,,,Microlensing,2024,0
HAT-P-60 b,HAT-P-60,233.22000000,18.28184752,1.82433505618000e+02,4.79478130000,0.0627700000,1772.00,6212.00,0.80889,2.197000,1.435000,2.7650,,Transit,2021,0
HD 48265 c,HD 48265,90.54460000,12.90000000,1.41433641115000e+03,10418.00000000000,10.4000000000,,5805.00,0.58433,2.050000,1.380000,4.2010,G5 IV/V,Radial Velocity,2026,0
TOI-1294 b,TOI-1294,332.64800000,10.12369881,6.39000000000000e+01,3.91529200000,0.0510000000,1392.74,5718.00,0.36847,1.556600,1.157800,6.2000,,Transit,2024,0
TOI-1669 c,TOI-1669,111.27600000,2.29639770,1.30000000000000e+01,2.68005350000,0.0376000000,1285.16,5497.00,-0.03574,1.056100,0.986700,7.7000,,Transit,2024,0
